,info,sold_at,status,limit_price,nr
19,"Eigentumswohnungen, WE-Nr. 39 Grevener Straße 51 19386 Werder (bei Lübz)","12.500,00",Verkauft,"12.500,00",P20-03-008
,info,sold_at,status,limit_price,nr
0,"Eigentumswohnungen, WE-Nr. 41 Grevener Straße 51 19386 Werder (bei Lübz)","12.500,00",Verkauft,"12.500,00",P20-03-009
1,"Wasserturm Eichenstraße, Flur 3, Flurstücke 15/1 und 15/2 38527 Meine","38.000,00",Verkauft,"25.000,00",P20-03-011
2,Einfamilienhaus Bornbrink 3 31868 Ottenstein,"35.000,00",Verkauft,"35.000,00",P20-03-012
3,Mehrfamilienhaus Hauptstraße 26 37627 Arholzen,"47.000,00",Verkauft,"19.500,00",P20-03-013
4,Einfamilienhaus Im Sonnenglanz 5 38709 Clausthal-Zellerfeld,"22.500,00",Verkauft,"22.500,00",P20-03-015
5,Grundstück gegenüber Dingwörden 30 21784 Neuhaus (Oste),"8.500,00",Verkauft,"6.500,00",P20-03-016
6,"Eigentumswohnung, WE-Nr. 6 Gillhausenstraße 18 47169 Duisburg","28.000,00",Verkauft,"19.500,00",P20-03-018
7,"Eigentumswohnung, WE-Nr. 5 Gillhausenstraße 18 47169 Duisburg","29.000,00",Verkauft,"19.500,00",P20-03-019
8,Einfamilienhaus Haseltalstraße 39 36199 Rotenburg an der Fulda,"35.000,00",Verkauft,"35.000,00",P20-03-022
9,Einfamilienhaus Eckenstraße 4 34399 Wesertal,"13.500,00",Verkauft,"12.500,00",P20-03-023
10,Einfamilienhaus Backhausweg 8 36318 Schwalmtal,"31.500,00",Verkauft,"19.000,00",P20-03-024
11,"Waldgrundstück Flur 13, Flurstücke 166 und 167 99976 Rodeberg","45.000,00",Verkauft,"45.000,00",P20-03-025
12,Mehrfamilienhaus Schlossplatz 1 07819 Triptis,"150.000,00",Verkauft,"75.000,00",P20-03-026
13,Wohnhaus mit großem Speichergebäude Hauptstraße 100 99628 Buttstädt,"51.000,00",Verkauft,"48.000,00",P20-03-027
14,Einfamilienhaus (Umgebindehaus) Obere Dorfstraße 23 02763 Bertsdorf-Hörnitz,"52.000,00",Verkauft,"19.000,00",P20-03-028
15,Einfamilienhaus mit Einliegerwohnung Nordstraße 8 09405 Zschopau,"86.000,00",Verkauft,"65.000,00",P20-03-029
16,Einfamilienhaus Am Wall 56 39387 Oschersleben (Bode),"15.000,00",Verkauft,"15.000,00",P20-03-030
17,Einfamilienhaus Straße der Freundschaft 1 39307 Genthin,"13.000,00",Verkauft,"2.900,00",P20-03-031
18,"Unbebautes Grundstück Mühlenstraße, Flur 4, Flurstück 502/74 06679 Hohenmölsen","2.800,00",Verkauft,"500,00",P20-03-033
19,Wohn- und Geschäftshaus August-Bebel-Straße 18 06712 Zeitz,"29.000,00",Verkauft,"19.000,00",P20-03-034
,info,sold_at,status,limit_price,nr
0,"Mehrfamilienhaus und 3 Reihenbungalows Moselstraße 24, 24 a, 24 b und 24 c 14612 Falkensee","1.210.000,00",Verkauft,"995.000,00",P20-03-036
1,"Gewerbegrundstück Fährstraße, rechts neben Nr. 52 15890 Eisenhüttenstadt","70.000,00",Verkauft,"65.000,00",P20-03-037
2,"Wassergrundstück Rudolf-Breitscheid-Straße, hinter Nr. 8a 15754 Heidesee","400,00",Verkauft,"400,00",P20-03-038
3,"Bebautes Grundstück Fercher Waldstraße, 14548 Schwielowsee","10.000,00",Verkauft,"9.500,00",P20-03-039
4,Baugrundstück Dorfstraße 4 14913 Niederer Fläming,"11.000,00",Verkauft,"5.000,00",P20-03-040
5,Mehrfamilienhaus Kirchstraße 16 15936 Dahme/Mark,"65.000,00",Verkauft,"59.000,00",P20-03-041
6,Grundstück (teilweise Bauland) Boeker Straße 17248 Rechlin,"159.000,00",Verkauft,"29.000,00",N21-04-001
7,Baugrundstück ggü. Am Teich 3 17194 Moltzow,"120.000,00",Verkauft,"29.000,00",N21-04-002
8,Nachrichtengebäude und Trafostation Lützowstraße 2a 17153 Stavenhagen,"62.000,00",Verkauft,"9.000,00",N21-04-003
9,Ehemaliges Wachgebäude Lützowstraße 2e 17153 Stavenhagen,"38.000,00",Verkauft,"5.000,00",N21-04-004
10,"28 Eigentumswohnungen Burgwallweg 57, 59, 61, 63, 65 17139 Malchin","232.000,00",Verkauft,"95.000,00",N21-04-005
11,Unbebautes Grundstück Burgwallweg 17139 Malchin,"25.000,00",Verkauft,"25.000,00",N21-04-006
12,Grundstück Eichholz 17109 Hansestadt Demmin,"4.000,00",Verkauft,"3.500,00",N21-04-007
13,Grundstück Eichholz 17109 Hansestadt Demmin,"2.500,00",Verkauft,"2.000,00",N21-04-008
14,Unbebautes Grundstück Flurstück 37/7 17109 Demmin,"37.000,00",Verkauft,"17.500,00",N21-04-009
15,Ehemalige Baracke/ Lagergebäude Lange Straße 59 a 17089 Grapzow,"12.500,00",Verkauft,"1.500,00",N21-04-010
16,Grundstücke Flurstücke 48/2 und 28/1 17033 Neubrandenburg,"2.000,00",Verkauft,"500,00",N21-04-011
17,Grundstück Flurstück 219/2 17309 Jatznick,"1.500,00",Verkauft,"1.500,00",N21-04-012
18,Grundstück Dorfstraße (zw. 36 a und 37) 17375 Hintersee,"16.000,00",Verkauft,"1.500,00",N21-04-013
19,Potenzialfläche für einen Solarpark Stettiner Landstraße 17367 Eggesin,"950.000,00",Verkauft,"149.000,00",N21-04-014
,info,sold_at,status,limit_price,nr
0,Eigentumswohnung Bleichstraße 7 a 17438 Wolgast,"166.000,00",Verkauft,"150.000,00",N21-04-015
1,Einfamilienhaus Dorfstraße 7 a 17406 Rankwitz/ Insel Usedom,"290.000,00",Verkauft,"290.000,00",N21-04-016
2,Reihenendhaus Demminer Landstraße 25 17389 Hansestadt Anklam,"62.000,00",Verkauft,"9.000,00",N21-04-017
3,Grundstück 17493 Universitäts- und Hansestadt Greifswald,"22.500,00",Verkauft,"2.500,00",N21-04-018
4,Grundstück mit Trafohaus Kröpeliner Straße 18209 Bad Doberan,"5.000,00",Verkauft,"4.000,00",N21-04-019
5,Grundstücke neben Ausbau West Nr. 3 18249 Tarnow,"8.500,00",Verkauft,"3.500,00",N21-04-020
6,Hochwertiger Bürokomplex/ Gewerbeeinheit (Teileigentum) Zum Zollamt 3 18119 Hansestadt Rostock,"5.500.000,00",Verkauft,"5.500.000,00",N21-04-021
7,"Grundstück Kirschenallee, gegenüber Nr. 2 18507 Grimmen","8.000,00",Verkauft,"3.000,00",N21-04-022
8,Grundstück An Nehringen 35 18513 Grammendorf,"32.000,00",Verkauft,"5.000,00",N21-04-023
9,Grundstück Ostermoorer Straße 25441 Brunsbüttel,"3.000,00",Verkauft,"500,00",N21-04-027
10,"Grundstücke Flurstücke 77/12, 227/6, 125/17, 173/2, 176/7, 176/12 38159 Vechelde","2.500,00",Verkauft,"1.000,00",N21-04-028
11,Hochbunker Scharmbecker Straße 9 28239 Bremen-Gröpelingen,"650.000,00",Verkauft,"295.000,00",N21-04-029
12,Unbebautes Grundstück Straße der Freundschaft 23942 Dassow,"55.000,00",Verkauft,"5.000,00",N21-04-030
13,Grundstück neben Straße des Friedens 1 A 19417 Ventschow,"43.000,00",Verkauft,"13.000,00",N21-04-032
14,Grundstück neben Stadtweg 2 23972 Dorf Mecklenburg,"22.000,00",Verkauft,"5.000,00",N21-04-033
15,Grundstück Waldstraße 18528 Lietzow/ Insel Rügen,"138.000,00",Verkauft,"25.000,00",N21-04-034
16,Grundstück Flurstück 15 18581 Putbus/ Insel Rügen,"28.000,00",Verkauft,"19.000,00",N21-04-035
17,Landwirtschaftliche Flächen Flurstücke 68 und 81 18573 Dreschvitz/ Insel Rügen,"235.000,00",Verkauft,"169.000,00",N21-04-036
18,Unbebautes Grundstück Flurstück 86 18573 Dreschvitz/ Insel Rügen,"6.000,00",Verkauft,"2.000,00",N21-04-037
19,Doppelhaushälfte Dorfstraße 10/ Ecke Pappelweg 18569 Ummanz/ Insel Rügen,"224.000,00",Verkauft,"170.000,00",N21-04-038
,info,sold_at,status,limit_price,nr
0,Ehemaliges Bundeswehr-Objekt Flurstücke 13/35 und 14/23 17153 Stavenhagen,"109.000,00",Verkauft,"29.000,00",N21-03-001
1,Ehemaliges Bundeswehr-Objekt Flurstück 13/39 17153 Stavenhagen,"104.000,00",Verkauft,"19.000,00",N21-03-002
2,Grundstück hinter Gutsstraße 13 17121 Görmin,"5.500,00",Verkauft,"1.500,00",N21-03-003
3,Grundstück ggü. Chausseehaus 1 17237 Grünow,"1.500,00",Verkauft,"1.500,00",N21-03-004
4,Grundstück 17358 Hammer a. d. Uecker,"4.000,00",Verkauft,"1.000,00",N21-03-005
5,Grundstück 17033 Neubrandenburg,"160.000,00",Verkauft,"25.000,00",N21-03-006
6,Grundstücke 17459 Seebad Loddin /Insel Usedom,"11.000,00",Verkauft,"3.500,00",N21-03-007
7,Grundstück 17449 Ostseebad Trassenheide/ Insel Usedom,"7.500,00",Verkauft,"2.000,00",N21-03-008
8,Grundstück 17449 Ostseebad Trassenheide/ Insel Usedom,"14.000,00",Verkauft,"4.000,00",N21-03-009
9,Einfamilienhaus Albinshof 4 17391 Krien,"48.000,00",Verkauft,"35.000,00",N21-03-010
10,Waldfläche Pasewalker Straße (L32) 17367 Eggesin,"12.000,00",Verkauft,"5.000,00",N21-03-011
11,Mehrfamilienhaus Amtsstraße 8 18233 Neubukow,"312.000,00",Verkauft,"120.000,00",N21-03-012
12,Grundstück neben Stadtberg 3 38690 Goslar,"3.500,00",Verkauft,"1.500,00",N21-03-013
13,Grundstück hinter Postweg 1 und 2 19300 Milow,"8.000,00",Verkauft,"2.500,00",N21-03-014
14,Grundstück Postweg 19300 Milow,"10.500,00",Nachverkauft,"2.500,00",N21-03-015
15,Grundstück 38723 Seesen,"2.500,00",Verkauft,"1.000,00",N21-03-016
16,Grundstück hinter Hohe Düne 12 a 18119 Rostock,"25.000,00",Verkauft,"14.000,00",N21-03-017
17,Grundstücke hinter Carlshöhe Nr. 20 19055 Schwerin,"7.000,00",Verkauft,"3.800,00",N21-03-019
18,Grundstück links neben Dorfstraße 4 19071 Brüsewitz,"6.000,00",Verkauft,"800,00",N21-03-020
19,Grundstück hinter Letzte Straße 10 19294 Karstädt bei Ludwigslust,"3.000,00",Verkauft,"1.500,00",N21-03-021
,info,sold_at,status,limit_price,nr
0,Mehrfamilienhaus Bansenstraße 4 21075 Freie und Hansestadt Hamburg,"1.395.000,00",Verkauft,"998.000,00",N21-03-023
1,Mehrfamilienhaus (Erbbaurecht) Rönneburger Kirchweg 30 21079 Freie und Hansestadt Hamburg,"905.000,00",Verkauft,"695.000,00",N21-03-024
2,Wassergrundstücke Neuenfelder Fährdeich 21129 Freie und Hansestadt Hamburg,"200.000,00",Verkauft,"111.500,00",N21-03-025
3,Wassergrundstück Neuenfelder Fährdeich 21129 Freie und Hansestadt Hamburg,"120.000,00",Verkauft,"30.000,00",N21-03-026
4,Obstanbauplantage & Ausgleichsfläche Neuenfelder Fährdeich 21129 Freie und Hansestadt Hamburg,"94.000,00",Verkauft,"89.000,00",N21-03-027
5,Wassergrundstück Neuenfelder Fährdeich 21129 Freie und Hansestadt Hamburg,"180.000,00",Verkauft,"19.000,00",N21-03-028
6,Stadtvilla Oldenfelder Straße 24 22143 Freie und Hansestadt Hamburg,"1.390.000,00",Verkauft,"1.185.000,00",N21-03-029
7,3 Eigentumswohnungen Peterstraße 141 26382 Wilhelmshaven,"30.000,00",Verkauft,"5.000,00",N21-03-030
8,Waldgrundstück Auf dem Stucksberge 21279 Drestedt,"6.000,00",Verkauft,"1.000,00",N21-03-031
9,Wohnhaus Österstraße 53 25693 St. Michaelisdonn,"124.000,00",Verkauft,"80.000,00",N21-03-032
10,Waldgrundstück Flurstück 18/2 27308 Kirchlinteln,"1.210,00",Verkauft,"1.000,00",N21-03-033
11,Bebautes Grundstück Peiner Straße 31234 Edemissen,"34.000,00",Verkauft,"2.500,00",N21-03-034
12,Bebautes Grundstück 37124 Rosdorf,"25.000,00",Verkauft,"5.000,00",N21-03-035
13,Eigentumswohnung Gebrüder-Grimm-Weg 32 21614 Hansestadt Buxtehude,"175.000,00",Verkauft,"149.000,00",N21-03-036
14,Grundstück 49828 Neuenhaus,"6.500,00",Verkauft,"2.000,00",N21-03-037
15,Grundstücke 49828 Neuenhaus,"7.500,00",Verkauft,"2.000,00",N21-03-038
16,Waldfläche 38486 Klötze,"18.500,00",Verkauft,"7.500,00",N21-03-039
17,Grünland 38159 Vechelde,"4.500,00",Verkauft,"2.000,00",N21-03-040
18,Waldflächen 39288 Burg,"4.500,00",Verkauft,"2.000,00",N21-03-041
19,Grundstück 18556 Altenkirchen/ Insel Rügen,"53.000,00",Verkauft,"15.000,00",N21-03-042
,info,sold_at,status,limit_price,nr
0,"Pension Jägerhaus, Wohnhaus und Nebengebäude Lonvitz 15 18581 Putbus/ Insel Rügen","446.000,00",Verkauft,"375.000,00",N21-03-043
1,Baugrundstück Boeker Straße 17248 Rechlin,"131.000,00",Verkauft,"19.000,00",N21-02-001
2,Waldfläche Flurstück 24 17379 Wilhelmsburg,"5.000,00",Verkauft,"3.500,00",N21-02-002
3,Mehrfamilienhaus Mühlenstraße 8/ Ecke Fischerstraße 17309 Pasewalk,"395.000,00",Verkauft,"395.000,00",N21-02-003
4,Grundstück hinter Damerower Straße 11 und 13 17192 Kargow,"3.000,00",Verkauft,"1.200,00",N21-02-005
5,Grundstück Flurstück 15 17391 Krusenfelde,"2.500,00",Verkauft,"1.000,00",N21-02-006
6,Grundstück Flurstück 149/6 18182 Rövershagen,"1.000,00",Verkauft,"400,00",N21-02-007
7,Grundstück Zirzower Straße 17033 Neubrandenburg,"240.000,00",Verkauft,"198.000,00",N21-02-008
8,"Grundstücke Flurstücke 412, 413, 414, 415, 416, 417, 418 17459 Seebad Loddin / Insel Usedom","51.000,00",Verkauft,"8.500,00",N21-02-009
9,"Grundstücke Flurstücke 421, 426/3, 427, 428/2, 433/2, 434, 437, 438 17459 Seebad Loddin /Insel Usedom","20.000,00",Verkauft,"4.000,00",N21-02-010
10,Einfamilienhaus mit Nebengebäude und 4 Ferienwohnungen Friedhofsweg 3 18181 Graal-Müritz,"750.000,00",Verkauft,"750.000,00",N21-02-012
11,Grundstück Panzower Landweg 18233 Neubukow,"55.000,00",Verkauft,"9.000,00",N21-02-013
12,Grundstück Parkring/ Flurstück 15 18299 Laage,"28.000,00",Verkauft,"5.000,00",N21-02-014
13,Grundstück Parkring/ Flurstück 16 18299 Laage,"26.000,00",Verkauft,"5.000,00",N21-02-015
14,Bootshaus mit Grundstück An der Warnow 18246 Bützow,"51.000,00",Verkauft,"49.000,00",N21-02-016
15,Grundstück Flurstück 82/4 18236 Kröpelin,"600,00",Verkauft,"600,00",N21-02-017
16,Grundstück Flurstück 22/4 23972 Dorf Mecklenburg,"5.000,00",Verkauft,"800,00",N21-02-018
17,"Grundstück Hauptstraße, rechts neben Nr. 18 23992 Lübberstorf","7.000,00",Verkauft,"800,00",N21-02-019
18,Haushälfte Güstrower Chaussee 10 A 18292 Krakow am See,"54.000,00",Verkauft,"9.000,00",N21-02-020
19,"Grundstücke Flurstücke 18/1, 25/10, 30, 49/3, 50/3 38259 Salzgitter","64.000,00",Verkauft,"49.000,00",N21-02-021
,info,sold_at,status,limit_price,nr
0,"Grundstücke Flurstücke 166/1, 166/2, 305/539 38462 Grafhorst","17.000,00",Verkauft,"7.000,00",N21-02-022
1,"Grundstücke Flurstücke 30, 51 und 66 38271 Baddeckenstedt","1.000,00",Verkauft,"1.000,00",N21-02-023
2,Waldfläche Flurstück 36/2 49847 Itterbeck,"66.000,00",Verkauft,"35.000,00",N21-02-024
3,Grundstücke Flurstücke 35/4 und 35/5 38642 Goslar,"6.000,00",Verkauft,"6.000,00",N21-02-025
4,Grundstück Windmühlenweg 38644 Goslar,"500,00",Verkauft,"500,00",N21-02-026
5,Doppelhaushälfte Friedensallee 28 25693 St. Michaelisdonn,"91.000,00",Verkauft,"79.000,00",N21-02-027
6,Eigentumswohnung Nußbaumkoppel 4 24119 Kronshagen,"91.000,00",Nachverkauft,"98.000,00",N21-02-028
7,Mehrfamilienhaus Große St. Ilsenstraße 10 29410 Hansestadt Salzwedel,"352.000,00",Verkauft,"139.000,00",N21-02-029
8,Grundstücke neben Untere Straße 45 37647 Brevörde,"10.000,00",Verkauft,"4.000,00",N21-02-030
9,Grundstücke ggü. Detmolder Straße 14 31737 Rinteln,"4.000,00",Verkauft,"500,00",N21-02-031
10,Grundstück Flurstück 97/48 27478 Cuxhaven,"400,00",Verkauft,"400,00",N21-02-032
11,Grundstück An der B 208 23966 Wismar,"120.000,00",Verkauft,"49.000,00",N21-02-033
12,Grundstücke ggü. Heederstraße 261 26892 Dörpen,"4.000,00",Verkauft,"2.000,00",N21-02-034
13,Grundstück Flurstück 9/3 27308 Kirchlinteln,"1.500,00",Verkauft,"1.500,00",N21-02-035
14,Einfamilienhaus Am Waldschlößchen 36 21075 Freie und Hansestadt Hamburg,"804.000,00",Verkauft,"575.000,00",N21-02-036
15,Grundstück (Teichanlage) Drager Straße 21423 Winsen (Luhe),"22.500,00",Verkauft,"4.000,00",N21-02-037
16,Grundstück Ecke Feldweg/ Schönhofer Weg 19069 Alt Meteln,"25.000,00",Verkauft,"1.800,00",N21-02-038
17,Mehrfamilienhaus Klapperhof 14 21033 Freie und Hansestadt Hamburg,"755.000,00",Verkauft,"498.000,00",N21-02-039
18,Grundstück mit Gartenhaus hinter Grevesmühlener Straße 12 19069 Pingelshagen,"20.500,00",Verkauft,"5.000,00",N21-02-040
19,Kleingärten nördlich John-Brinckman-Straße 19399 Goldberg,"3.000,00",Verkauft,"2.000,00",N21-02-041
,info,sold_at,status,limit_price,nr
0,Grundstück Flurstück 227 19309 Lenzerwische,"3.000,00",Verkauft,"3.000,00",N21-02-043
1,Doppelhaushälfte mit Anbau Erlenweg 36 17129 Tutow,"24.000,00",Verkauft,"12.000,00",N21-02-044
2,"Grundstück hinter ""Am Ende 2"" 18374 Ostseeheilbad Zingst","38.000,00",Verkauft,"1.000,00",N21-02-045
3,Wohn- und Geschäftshaus Lange Straße 12 18356 Barth,"290.000,00",Verkauft,"195.000,00",N21-02-046
4,Grundstück hinter Spitzer Ort 7 18528 Lietzow/ Insel Rügen,"112.000,00",Verkauft,"20.000,00",N21-02-047
5,Grundstück hinter Pappelallee 9 18311 Ribnitz-Damgarten,"17.000,00",Verkauft,"1.500,00",N21-02-048
6,Baugrundstück Karlstraße 7 a 18546 Sassnitz/ Insel Rügen,"112.000,00",Verkauft,"79.000,00",N21-02-049
7,Baugrundstück An der Boeker Straße 17248 Rechlin,"82.000,00",Verkauft,"19.000,00",N21-01-001
8,Baugrundstück An der Boeker Straße 17248 Rechlin,"326.000,00",Verkauft,"29.000,00",N21-01-002
9,Büro- und Werkstattgebäude Dorfstraße 61 a 17111 Kletzin,"27.000,00",Verkauft,"4.800,00",N21-01-003
10,Grundstück Hof 3 Nr. 8 17495 Groß Kiesow,"19.500,00",Verkauft,"3.000,00",N21-01-004
11,"Lager- und Bürogebäude, Gebäude 32 auf Konversionsfläche ""Kaserne Mecklenburgische Schweiz Südteil"" Flurstück 13/38 17153 Stavenhagen","104.000,00",Verkauft,"29.000,00",N21-01-005
12,"Lager- und Bürogebäude, Gebäude 1 auf Konversionsfläche ""Kaserne Mecklenburgische Schweiz Südteil"" Flurstück 13/43 17153 Stavenhagen","50.000,00",Verkauft,"15.000,00",N21-01-006
13,Waldgrundstück Max-Reimann-Straße 17493 Hansestadt Greifswald,"32.000,00",Verkauft,"15.000,00",N21-01-007
14,"Grundstück Thomas-Müntzer-Straße, westl. an Nr. 10 17493 Hansestadt Greifswald","12.500,00",Verkauft,"2.500,00",N21-01-008
15,Bürogebäude mit Garagen Wördeländer Straße 9 17389 Hansestadt Anklam,"166.000,00",Verkauft,"29.000,00",N21-01-009
16,Grundstück Langendammscher Weg 18273 Güstrow,"25.500,00",Verkauft,"9.500,00",N21-01-010
17,Wohn- und Geschäftshaus Fritz-Reuter-Straße 2 18119 Hansestadt Rostock,"2.300.000,00",Verkauft,"2.300.000,00",N21-01-011
18,"Gewerbeeinheit (Teileigentum, TE-Nr. 14) Pulverteich 30 20099 Freie und Hansestadt Hamburg","199.000,00",Verkauft,"199.000,00",N21-01-014
19,Einfamilienhaus Cranzer Elbdeich 21 21129 Freie und Hansestadt Hamburg,"320.000,00",Verkauft,"250.000,00",N21-01-015
,info,sold_at,status,limit_price,nr
0,Einfamilienhaus Osterkoogweg 3 25813 Simonsberg,"131.000,00",Verkauft,"45.000,00",N21-01-016
1,Ehemaliges Schleusenwärterhaus Schleusensiedlung 1 und 2 38442 Wolfsburg-Sülfeld,"223.000,00",Verkauft,"95.000,00",N21-01-017
2,Grundstück rechts neben Dorfstraße 42 17179 Walkendorf,"29.000,00",Verkauft,"4.500,00",N21-01-018
3,Grundstück gegenüber Dorfstraße 34 - 36 17179 Walkendorf,"26.000,00",Verkauft,"4.000,00",N21-01-019
4,Grundstück Rosenthaler Weg 23972 Dorf Mecklenburg,"216.000,00",Verkauft,"70.000,00",N21-01-020
5,Grundstück Auf dem Hof 18461 Richtenberg,"27.500,00",Verkauft,"5.900,00",N21-01-021
6,Grundstück Flurstück 72 18513 Glewitz,"10.000,00",Verkauft,"2.000,00",N21-01-022
7,Mehrfamilienhaus Klaber 11/11a 18279 Lalendorf,"84.000,00",Verkauft,"20.000,00",N21-01-023
8,Grundstück Flurstück 58 18556 Altenkirchen/ Insel Rügen,"18.000,00",Verkauft,"2.000,00",N21-01-024
9,Grundstück Flurstück 73 18556 Altenkirchen/ Insel Rügen,"21.000,00",Verkauft,"2.000,00",N21-01-025
10,Doppelhaushälfte Strüßendorf Nr. 9 18528 Buschvitz/ Insel Rügen,"138.000,00",Verkauft,"115.000,00",N21-01-026
11,"Landwirtschaftsfläche hinter Dorfstraße 38, 39 18586 Mönchgut/ Insel Rügen","52.000,00",Verkauft,"7.900,00",N21-01-027
12,Grundstück neben Neuensien 11 B 18586 Ostseebad Sellin/ Insel Rügen,"14.500,00",Verkauft,"800,00",N21-01-028
13,Einfamilienhaus mit 2 Einlieger-WE Thälmannstraße 4 18569 Gingst/ Insel Rügen,"62.000,00",Verkauft,"20.000,00",N21-01-029
14,Teil der ehem. Artilleriekaserne als Potenzialfl. für einen Solarpark Stettiner Landstraße 17367 Eggesin,"1.445.000,00",Verkauft,"25.000,00",N20-04-001
15,Mehrfamilienhaus Straße der Einheit 38 17309 Jatznick,"30.000,00",Nachverkauft,"30.000,00",N20-04-002
16,Mehrfamilienhaus Am Tor 2 17309 Jatznick,"42.000,00",Verkauft,"25.000,00",N20-04-003
17,Mehrfamilienhaus Zur Uecker 9 17309 Rollwitz,"27.000,00",Verkauft,"20.000,00",N20-04-004
18,Grundstück Maxim-Gorki-Straße 17321 Löcknitz,"11.000,00",Verkauft,"1.800,00",N20-04-005
19,Grundstück Flurstück 156 17192 Peenehagen,"1.000,00",Verkauft,"1.000,00",N20-04-006
,info,sold_at,status,limit_price,nr
0,Grundstück Flurstück 564/2 17219 Möllenhagen,"2.000,00",Verkauft,"2.000,00",N20-04-007
1,Grundstück Flurstück 240 17237 Wokuhl-Dabelow,"2.500,00",Verkauft,"2.500,00",N20-04-008
2,Grundstück Boeker Straße 17248 Rechlin,"102.000,00",Verkauft,"19.000,00",N20-04-009
3,Grundstücke 2/10 MEA an diversen Flurstücken 17179 Finkenthal,"300,00",Verkauft,"300,00",N20-04-010
4,"Turnhalle mit Sportplatz Flurstücke 12/42, 13/45 17153 Stavenhagen","116.000,00",Verkauft,"29.000,00",N20-04-011
5,"Werkstatt- und Bürogebäude auf Konversionsfläche ""Kaserne Mecklenburgische Schweiz Südteil"" Flurstücke 14/21 und 13/36 17153 Stavenhagen","82.000,00",Verkauft,"25.000,00",N20-04-012
6,Grundstück Flurstück 231 17159 Dargun,"1.800,00",Verkauft,"1.800,00",N20-04-013
7,"Baugrundstück Mühlenstraße, ehemals Nr. 34/35, ggü. Nr. 75/76 17098 Friedland","19.000,00",Verkauft,"19.000,00",N20-04-014
8,"Baugrundstück Wollweberstraße, ehemals Nr. 31, 32, 33, ggü. Nr. 45 bis 49 17098 Friedland","19.000,00",Verkauft,"19.000,00",N20-04-015
9,Potentialfläche für Solarpark Teilfläche aus dem Flurstück 6/2 17033 Neubrandenburg,"149.010,00",Verkauft,"149.000,00",N20-04-016
10,Potentialfläche für Solarpark Teilfläche aus dem Flurstück 6/2 17033 Neubrandenburg,"29.000,00",Verkauft,"29.000,00",N20-04-017
11,Lagerhalle Dorfstraße ggü. Nr. 70 17111 Kletzin,"28.000,00",Verkauft,"5.800,00",N20-04-018
12,Lagerhalle Dorfstraße ggü. Nr. 52 17129 Daberkow,"15.000,00",Verkauft,"3.800,00",N20-04-019
13,Mehrfamilienhaus Walter-Block-Straße 26 17139 Malchin,"41.000,00",Verkauft,"20.000,00",N20-04-020
14,Grundstück mit Gartenhaus hinter Grevesmühlener Straße 12 19069 Pingelshagen,"25.000,00",Verkauft,"5.000,00",N20-04-021
15,Grundstück Flurstück 47 18317 Saal,"35.000,00",Verkauft,"1.200,00",N20-04-022
16,Grundstück Flurstück 102/32 18510 Wittenhagen,"5.500,00",Verkauft,"3.000,00",N20-04-023
17,Grundstück Flurstück 41/7 18513 Grammendorf,"8.500,00",Verkauft,"1.200,00",N20-04-024
18,Einfamilienhaus Alte Poststraße 7 18334 Bad Sülze,"35.000,00",Verkauft,"35.000,00",N20-04-025
19,Ehemalige Villa (Pension) Verlängerte Scharnhorststraße 8 A 17489 Universitäts- und Hansestadt Greifswald,"480.000,00",Verkauft,"399.000,00",N20-04-026
,info,sold_at,status,limit_price,nr
0,Grundstück Warnemünder Straße 18146 Rostock,"12.500,00",Verkauft,"12.500,00",N20-04-027
1,Ackerfläche und Biotop 18196 Dummerstorf,"3.000,00",Verkauft,"2.300,00",N20-04-028
2,Grundstück Lübzer Str. hinter Nr. 22 19386 Passow,"7.000,00",Verkauft,"2.200,00",N20-04-029
3,"Grundstück Charlottenhofer Weg, hinter Nr. 27 19386 Passow","11.000,00",Verkauft,"2.200,00",N20-04-030
4,Grundstücke nahe der A 20 18059 Pölchow,"8.500,00",Verkauft,"2.000,00",N20-04-031
5,Grundstücke diverse Flurstücke 18190 Sanitz und bei 17506 Bandelin,"2.000,00",Verkauft,"1.500,00",N20-04-032
6,"Grundstück Speicherstraße, gegenüber Nr. 18 und 18a 19399 Goldberg","22.500,00",Verkauft,"2.500,00",N20-04-034
7,Grundstück neben und hinter Am Wirtschaftshof 9 19300 Balow,"18.000,00",Verkauft,"3.500,00",N20-04-035
8,Einfamilienhaus/ ehemalige Gärtnerei Straße des Friedens 7 19357 Karstädt,"58.000,00",Verkauft,"58.000,00",N20-04-036
9,Einfamilienhaus Schäferstein 1 19406 Dabel,"30.000,00",Verkauft,"4.000,00",N20-04-037
10,Einfamilienhaus Schweriner Straße 33 19412 Brüel,"7.500,00",Verkauft,"1.500,00",N20-04-038
11,Stall-/Scheune Osterkoogweg 5 25813 Simonsberg,"90.000,00",Verkauft,"5.000,00",N20-04-039
12,Weide Flurstück 103/4 26871 Papenburg,"27.500,00",Verkauft,"9.000,00",N20-04-040
13,Grünfläche diverse Flurstücke 26871 Papenburg,"7.500,00",Verkauft,"6.500,00",N20-04-041
14,Bewaldete Fläche Flurstück 7 28876 Oyten,"2.000,00",Verkauft,"1.000,00",N20-04-042
15,Bewaldete Fläche Flurstück 13 28876 Oyten,"3.000,00",Verkauft,"1.900,00",N20-04-043
16,Bewaldete Fläche Flurstück 16 28876 Oyten,"2.500,00",Verkauft,"1.300,00",N20-04-044
